,log,cluster
795,"@Snide_Remarks 1982 Riggo, Dexter takes out Danny, Grant Hits Pay Dirt, #Redskins win 3 of next 9 Super Bowls. ""WeWantDallas"". '72 second.",2
796,Very happy with 9 wins and a big turnaround but I'm dying to give our biggest rival a knockout blow on Sunday night. #Redskins #DallasWeek,2
797,FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My #NYG frustrates the hell outta me..it's just ridiculous»,2
798,REDSKINS FANS GONNA B SICK NEXT WEEK CAUSE TONY ROMO WILL DROP BOMBS ALL OVER DAT WEAK ASS SECONDARY,2
799,RT @HichenbergSKINS: Fox: Robert Griffin III keeps inspiring Redskins http://t.co/n2GeVylc,2
800,@Doughboy_86 Lol...thats a come up to *prize money* Should buy yourself a ticket to the Redskins vs Cowboys game next week,2
801,"@adamschefter question, if Redskins lose next Sun., what else must occur in order for them to make it as a wildcard?",2
802,@_BellaCubana #Redskins hater I see,2
803,- Happy Holidays - NFL playoff picture - Dallas Cowboys - Russell Wilson - Santa tracker - Sound of Music - Bruno…,2
804,RT @AlGaldi: (cont.) Guests from 9am-noon on @ESPNRadio980 will be @John_Keim at 10:15am & @MikeJonesWaPo at 11:15am #Redskins,2
805,"WASHINGTON REDSKINS 
Washington clinches a playoff berth:
1) CHI loss + MIN loss
1) WAS win or tie",2
806,I should “@cee_cee__ You RT @tommiecollins: Who having a redskins vs cowboys house party tho”,2
807,@ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho,2
808,;) RT @cblockd: FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My (cont) http://t.co/7BLeFg9y,2
809,"@Redskins, don't know if the NFL could write a better script. That team that shall remain nameless v REDSKINS. You know we are ready. #HTTR",2
810,Valid RT @AngelaLynnette: ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho,2
811,DEADLINE IN THREE HOURS! Send us Redskins tailgating pics and you could win a FREE parking pass to the 12/30 game http://t.co/hR1Gv4J6,2
812,"RT @BostonRedskins: Redskins vs. Cowboys ""flexed"" to the Sunday Night game next week. Winner take all. Going to be amazing. Stay tuned f ...",4
813,"Cowboys redskins game moved to sunday night, smart business by the NFL",4
814,"RG3 is 2nd in NFL in QB rating (104.1), 1st in YDS/ATT (8.03), 2nd in TD-INT ratio (20-5), 3rd in COMP% (66.4) w 3.100 yds, 752 r yds, 6 TD.",2
815,"as an aside, the #redskins 2013 1st round pick going to SL as part of #RG3 trade as of now will be in 20s. Sort of a good move, no?",2
816,@JimmyJohnson Redskins or Cowboys Sunday night?,4
817,RG3 leads Redskins back to relevance - Link:  http://t.co/h525kNn7,6
818,@JJT_ESPNDallas these Boys' have a proven track record of failing. What makes next week any different. The Redskins r licking their chops .,2
819,"Super Bowl titles (8)
Dallas Cowboys (5) – 1971, 1977, 1992, 1993, 1995
'*Washington Redskins (3) – 1982, 1987,... http://t.co/YQtI8JxG",2
820,"@Snide_Remarks Actually in 83 #Redskins played Raiders at RFK, came back from 15 pt deficit in 5 minutes. #JoeWashington",2
821,Woow!! More time for tailgating and drinking! “@espn “@ESPNNFL BREAKING: Cowboys at Redskins (cont) http://t.co/2wpvezWG,2
822,"""@skinsjoe: #REDSKINS all alone in 1st place. #HTTR #LOYAL4LIFE"" the best Christmas gift :)",2
823,Steelers lost. Cowboys Lost. Bears won. Redskins won. #YesterdayWasPerfect,2
824,"""@toddarcher: NBC confirms Cowboys-Redskins moved to Sunday night."" @clapresi24",4
825,"@KaderKnight31 @Seahawks @nfl @DangeRussWilson I don't know Andrew Luck is doing pretty good too, or RGIII,",2
826,Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins http://t.co/rLl8Yy89,2
827,RT @cgfarkas That's right! Hehe! ESPN NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET,4
828,Saints hold off Cowboys rally for 34-31 OT win http://t.co/qX4Nnfxo,2
829,"Whats my favourite nfl team... Its either Colts , Redskins, or Seahawks",2
830,RT @ExaminerSports: Redskins' RG3 at less than 100 percent still is pretty good http://t.co/vcDvRlRa,2
831,"OK, if you're going to argue whether the 1972 NFC Championship wasn't best Redskins win ever, I need some ID. Include your birth year.",2
832,"RT @ExaminerSports: Ten Observations: Redskins 27, Eagles 20 http://t.co/e07Dd8X0",6
833,RT @ExaminerSports: RG3 Report: Griffin leads Redskins over Eagles http://t.co/nqLnYP17,6
834,Redskins might do it this year >>>,2
835,Video: #RG3 is focused on the Cowboys #Redskins #RedskinsTalk http://t.co/AbZCrF8w,2
836,RT @NOSaintsworld: NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless - San Jose Mercury News http://t.co/Rafs8dAl,2
837,@Rich_TandlerCSN are redskins gonna wear alternate jerseys against Dallas. I thought they were gonna wear twice this ysar,2
838,Oh Christ. They flexed the redskins cowboys death match to 830 pm. I might have a heart attack #BeatDallas #marchwithme #believe #HTTR,2
839,Hanging out this morning with @PeteMedhurst from 10-2 on 106.7 The Fan. Whole bunch of Redskins & Christmas.,2
840,"Bears play the Lions... If they win, they're in and we out. But i like The Pack beatin Min. and Redskins beatin Dallas.",2
841,"Make The Washington Times part of your Christmas Eve shopping. A1 photo by @andyharnik, plus #Redskins Gameday. #only50cents",2
842,@RedskinsWatch #Redskins have to win against #Cowboys to make the playoffs? #nfl,2
843,@rickoharrison @snide_remarks #Redskins have to win against #Cowboys to make the playoffs? #nfl,2
844,@john_keim #Redskins have to win against #Cowboys to make the playoffs? #nfl,2
845,@DezBryant @dezbryant @dallascowboys great game Dez. Merry christmas and go beat redskins Sunday. #CowboyNation,2
846,"I am now a Redskins, Lions, and Packers fan next week",2
847,“@ESPN_FirstTake: Who do you have winning the NFC East?” #Redskins over  Cowboys 30-24,2
848,Redskins Play Dallas Sunday For The NFC East Division Title,2
849,"@Mike5966: 55 quail on Saturday, @Redskins win yesterday, @ChickfilA this AM. Life is good.",2
850,#Redskins vs #Cowboys Week 17 ! Cant Wait.,2
851,#Redskins baby,5
852,"RT @iluvjmb: Love waking up to a #Redskins victory!!!

#HAIL 
#BEATDALLAS",8
853,#Redskins playoff pic >> MT “@Insider:  http://t.co/ooYDmEM3”,2
854,Now all we need to do is beat the Redskins next week in real life! #playoffs #cowboys #americasteam http://t.co/9qDKNxJe,2
855,Redskins💛❤ http://t.co/OTVrqaU9,3
856,Redskins outlast lowly Eagles as RG III returns http://t.co/tGsS5G2t #ESPN,2
857,Redskins outlast lowly Eagles as RG III returns http://t.co/JgOeNRvG,2
858,SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!,2
859,@Snide_Remarks @rickoharrison thanks. Lets win! #Redskins,2
860,"couple examples on Morris runs of his ability to shake, cut and not lose quickness. #redskins",2
861,@JimmyJohnson Redskins or Cowboys? Merry Christmas! 🎄🎅🎄,2
862,Cowboys vs Redskins game flexed to 8:20pm kickoff on Sunday.,4
863,Yes... I am well aware that the #Redskins are going to demolish Dallas next week... #Cowboys have little to no chance. #MerryChristmas,2
864,The redskins won!woot,2
865,Redskins | Robert Griffin effective throwing the deep ball http://t.co/I4sJpid0,2
866,5 Reasons Washington Redskins Will Emerge from NFC East http://t.co/VXIuNqSf,2
867,"#NFL #NFC Playoffs: Falcons, Packers, Vikings, Seahawks, 49ers, Redskins. In the hunt: Bears, Cowboys, Giants.",2
868,"Cowboys-Redskins flexed to Sunday night game on Dec. 30, #Packers-Vikings shifts to 4:25 pm ET",4
869,Cowboys all day fam RT @LoopyBloggerNYC: SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!,2
870,"Eagles Wake Up-Call from @Tim_McManus: ""I didn't do my job today."" Foles comes up short vs. Redskins. http://t.co/X70oXOJD",2
871,Moved the #Redskins #Cowboys game to #SNF though..going to be epic,4
872,@Redskins Will my favorite NFL team please follow me? #RedskinsTalk #HTTR,2
873,RT @PiffySplack: Cowboys all day fam RT @LoopyBloggerNYC: SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!,2
874,1. Happy Holidays (↑) 2. NFL playoff picture (↑) 3. Dallas Cowboys (↑) 4. Russell Wilson (↑) 5. Santa tracker (★New)  #Trend,2
875,RT @ButtsJordan: redskins are gonna beat some cowboy ass next week. #realtalk,2
876,Predicting Which Team Takes NFC's Final Wild-Card Spot http://t.co/korxbJi5 via @bleacherreport @Ray_McCanna44 #Redskins #Bears #Cowboys,2
877,@ESPN_FirstTake  @Redskins all the way.,2
878,@dallascowboys #cowboys #ornament #love #blueandsilver http://t.co/VnEDWoxy,2
879,"MY COWBOYS NEED TO WIN THE REDSKINS THIS WEEKEND ,OMG!",2
880,I already feel that Romo & @dallascowboys will pull usual tank job Sunday. But I still need to cheer Go Cowboys! http://t.co/ORvwGege,2
881,@AdamCarriker94 @4thandpain I want tickets to redskins vs Dallas!  Lol #HTTR #BeatDallas #division,2
882,"RT @WISportsBlog: Cowboys-Redskins flexed to Sunday night game on Dec. 30, #Packers-Vikings shifts to 4:25 pm ET",4
883,"RT @Yass_Linn: MY COWBOYS NEED TO WIN THE REDSKINS THIS WEEKEND ,OMG!",2
884,"@wale You coming to FedEx Sunday Night, playa?  The Stars will be out for that #Redskins East Title!  #HTTR",2
885,"When the Redskins win their division, idk what im going to do. I just don't know.",2
886,"PHOTOS: I was lucky enough to capture Bowen's big play and a bunch of other key moments from #Redskins win over Eagles.
http://t.co/ZZFz8sLG",2
887,RT @john_keim: Redskins cowboys game flexed to Sunday night at 8:20.  Everyone but Jerry jones saw this coming,4
888,"When the Redskins win their division, idk what im going to do. i just dont know",2
889,"Redskins Wins, Giants and Cowboys lose. Merry Christmas! #httr",2
890,"NFL QB Rating: (1) RGIII 104.1 , (7) Wilson 98.0 (25) Luck 75.6",2
891,"Redskins would likely face Seahawks or 49ers if they make NFL playoffs:    If the Redskins reach the playoffs, it appears likely they...",2
892,"Redskins would likely face Seahawks or 49ers if they make NFL playoffs:    If the Redskins reach the playoffs, i... http://t.co/rA9HZ7Nd",2
893,#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/XfMC9c1j | #SPORTS > @HCP520,2
894,#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/JtH8vDqZ | #SPORTS > @HCP520,2
895,#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/Vff6xLp1 | #SPORTS > @HCP520,2
896,#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/6MV2Aihj | #SPORTS > @HCP520,2
897,"Anybody ready to agree with me yet? Redskins, best team in the NFC East",2
898,Six win. One game left in the season. Go redskins http://t.co/CFGP6KJi,2
899,"NFL..Stephen smashes the lines makers with a 4-1 day, including 5* Seattle, 4*St.Louis,3*Washington & 3*Indy...+10.60 units..Merry Xmas!",2
900,RT @Rotoworld_FB: Cowboys-Redskins flexed to SNF in Week 17 http://t.co/1pHy8Bao,4
901,"RG3 leads Redskins over Eagles 27-20: With one more win, Robert Griffin III can be called a playoff quarterback.... http://t.co/puzwulZl",2
902,I hate 9-7 teams making the playoffs. Redskins better win,2
903,RT @HomerMcFanboy: PHOTOS: I was lucky enough to capture Bowen's big play and a bunch of other key moments from #Redskins win over Eagle ...,2
904,"#NFL Boricuas: Jonathan Casillas (Saints) tuvo dos tackles, incluyendo una asistencia en la victoria sobre los Cowboys 34-31.",2
905,"@Est_Aug10th next season, I need you to go with me to a Cowboys/Redskins game at Fed Ex. Thanks in advance. Lol",2
906,Lets wait an see how many hop ons we got on the redskins band wagon next season,2
907,Redskins some shit #DailyTweet,2
908,RT @TheJadax: It's our turn #REDSKINS,1
909,"The Redskins have won four division games for the first time since 2005, when they won five.",2
910,Redskins are flexing on y'all's teams tho,2
911,RT @kendall_kontana: Redskins some shit #DailyTweet,2
912,All I want for Christmas is a Washington Redskins playoff berth 🙏 #HTTR,2
913,"Tony Romo, RG3,Flacco, Cam Newton, Micheal Vick....WOW this NFL generation is amazing if you think about it",2
914,Cowboys vs Redskins Sunday Night. And It's a 4 day weekend. Wooh!,4
915,"Stfu Ron Jaworski, you couldn't be anymore against the Redskins it's ridiculous.",2
916,"I'm not a fan of the redskins, but R G III is a boss.",2
917,"RT @IamMeelah: @Est_Aug10th next season, I need you to go with me to a Cowboys/Redskins game at Fed Ex. Thanks in advance. Lol",2
918,Ron Jaworski always be pickin against the Redskins... #smh #hail,8
919,RT @Keyman06: Lets wait an see how many hop ons we got on the redskins band wagon next season,2
920,"Early line #Redskins by 3.5.  Pick: Skins 30, Dallas 27.  #HTTR!",2
921,@ESPN_FirstTake HOW BOUT THEM REDSKINS SKIP...WHOOOO #hail2theredskins,2
922,"If you attend #Redskins games and show up in time for the 2nd Quarter,  please watch at home Sunday Night.  #SNFonNBC",4
923,we want dallas #redskins all the way,2
924,“@ESPN_FirstTake: Who do you have winning the NFC East?” redskins #RG3 #NFCEast #DALvsWAS @ESPN_FirstTake,2
925,Redskins some ass!,2
926,This @redskins cowboys game on sunday is definitely gonna be the Super Bowl forreal,2
927,"Waking up on this lovely morning listening to some Erykah Badu after a Redskins W, how beautiful..",2
928,@Thats_So_Raven_ what lol you said I should like the ravens not redskins,2
929,I really want to go to the Redskins game on sunday...Id probably kill a Dallas fan though. 😂,2
930,"instead of a school Lanza should have walked into the ESPN studio and departed sum evil wicked racist ppl ""Redskins""=Evil",2
931,RT @trunigeriandiva: Redskins “@ESPN_FirstTake Who do you have winning the NFC East?”,2
932,Redskins cowboys game got moved to sunday night. Now im glad I have off that monday,4
933,"RT @cowboysbuzztap: Star-Telegram >> Despite loss, Cowboys' playoff hopes alive in crazy NFL world http://t.co/tqnhEmH4",2
934,There's already an awful lot of trash talk between Redskins/Cowboys fans and I'm loving every single minute of it.,2
935,R G III has changed the redskins so much. #almostfavoriteplayer.,2
936,"RT @CarsonCooper3: Next Week, If Giants beat the eagles, Minnesota loses to Green Bay, Chicago loses to Detroit and Redskins lose to the ...",2
937,@CBLACK_MoD but if Redskins win yall done tho,2
938,RT @LaurenceWHolmes: #Bears will have to win then sit & watch: #Packers #Vikings flexed to 3:25. #Cowboys #Redskins flexed to #SNF,2
939,Redskins play Dallas Sunday.  Gone be just like Thanks giving.,2
940,Wanted to thank @MollyQerim and the folks at NFL Network for having me on today. Great way to start Redskins Week here in Dallas.,2
941,"#Redskins gone be in the Super Bowl 
#RedskinsNation",2
942,"RT @SuperSkin1: @wale You coming to FedEx Sunday Night, playa?  The Stars will be out for that #Redskins East Title!  #HTTR",2
943,RT @eday9: I really want to go to the Redskins game on sunday...Id probably kill a Dallas fan though. 😂,2
944,RT @sbnation: Cowboys-Redskins will now play to decide the NFC East at 8:20 p.m. ET on #SNF (Dec. 30). http://t.co/PinSbnAF,2
945,@QuinnRymer @Lots_of_Log @J_Hub_ @super_SOUKer and redskins need to be playing some more domination,2
946,RT @LoveAngelLexis: Redskins play Dallas Sunday.  Gone be just like Thanks giving.,2
947,"Is the sky blue, baby?  RT @Ktmllns @SuperSkin1 are you ready to hold it down next week?!? #FedExMadness #BEATDALLAS #redskins",2
948,RT @BMS_Derek: Cowboys VS Redskins game moved to Sunday Night for the division.,4
949,9 and 1 last two weeks only loss Redskins 27 20 win but not covering the 7schould have been another Pay Day,2
950,But it will be ok because Redskins won 6th straight game. 1 more and we are in the playoffs! #HTTR #BeatCowgirls,2
951,"Redskins. @RGIII  is a based mann ""@ESPN_FirstTake: Who do you have winning the NFC East?""",2
952,"Today's @dpshow Poll Question: Who should be NFL Off Rookie of Yr: Luck, RGIII or Russell Wilson? Vote at http://t.co/FMuKzCAo.",2
953,#Cowboys vs #Redskins next week...let's get it!,2
954,"Dallas Cowboys Fall Back To Earth: The Dallas Cowboys fell back to earth yesterday,  losing at home to... http://t.co/dC3vjHhP #COWBOYS #NFL",2
